sat-epsilon,original-prediction,second-best-prediction
0.8386593908406768,"[4 2 8 8 9 4 3]","[3 5 3 3 3 8 2]"
0.7473768920072272,"[5 8 0 4 3 3 4]","[9 3 2 3 9 2 8]"
0.812798382159704,"[3 3 8 9 4 1 0]","[2 9 3 5 8 9 5]"
0.5287298741099368,"[9 5 0 4 1 1 4]","[3 9 2 3 3 3 8]"
0.5348792009395222,"[1 9 7 3 3 5 9]","[4 5 2 2 2 8 5]"
1.7057946248094327,"[9 3 9 5 9 2 4]","[2 9 3 9 2 3 3]"
0.5466832569766958,"[8 7 1 1 3 7 5]","[3 2 4 4 0 3 9]"
1.616855064481819,"[5 2 3 8 3 9 0]","[2 3 9 3 0 3 4]"
0.5724383342459989,"[6 3 3 9 9 3 9]","[9 0 0 2 5 9 2]"
0.817495101105446,"[4 7 0 6 8 3 9]","[3 6 3 3 3 9 2]"
0.8531817583467584,"[2 3 3 1 9 5 4]","[7 0 9 3 2 9 3]"
1.6535710126789298,"[7 9 1 3 1 0 3]","[3 2 4 0 4 3 9]"
0.5595599098135187,"[8 0 8 5 1 6 9]","[3 3 3 9 4 9 3]"
1.7318455675925715,"[9 0 1 9 5 3 3]","[3 9 4 2 9 9 4]"
1.5355439936208855,"[6 8 4 6 7 9 2]","[1 3 8 9 3 6 3]"
1.516059955172189,"[0 4 1 3 9 8 6]","[9 3 4 9 6 3 9]"
1.4930321862573024,"[3 9 8 9 2 3 1]","[0 5 3 3 5 9 9]"
1.5575694579434138,"[4 8 2 3 8 4 1]","[3 3 5 0 4 8 4]"
0.5576966758140164,"[8 3 8 5 7 6 0]","[3 9 3 9 2 9 5]"
0.5858821678110367,"[9 3 3 5 9 0 3]","[2 9 0 9 6 2 9]"
0.5370783112776375,"[9 5 8 9 1 0 0]","[3 9 3 2 4 3 2]"
0.7165827339659336,"[4 7 2 3 1 6 1]","[3 6 7 9 4 0 4]"
1.6800021905315734,"[6 8 2 0 5 3 9]","[1 3 3 3 9 0 3]"
0.5612638301370181,"[2 7 2 8 4 2 7]","[5 2 3 3 8 5 2]"
1.6456965582063163,"[3 8 8 0 9 8 3]","[0 3 3 3 2 3 9]"
0.6921845591339157,"[0 5 3 9 6 3 0]","[2 9 4 2 9 4 5]"
0.5655450706407255,"[7 3 0 3 1 5 0]","[6 9 5 9 3 9 9]"
1.6905500620806766,"[9 3 3 2 5 3 8]","[2 9 2 3 9 2 3]"
1.6384529003440813,"[5 0 3 3 2 5 1]","[2 2 9 0 0 2 3]"
1.7752415582729555,"[9 5 3 3 3 0 9]","[3 8 2 9 2 9 2]"
0.589832489452959,"[4 6 4 8 9 8 5]","[8 3 8 3 2 3 2]"
0.736567768164106,"[3 3 9 1 7 0 7]","[9 2 5 4 3 2 2]"
0.5790184757090135,"[4 7 1 1 0 2 3]","[8 2 4 4 5 9 2]"
0.7264675940220365,"[3 9 9 7 6 1 6]","[0 3 3 3 9 4 0]"
1.3988876369370455,"[2 5 2 9 8 9 3]","[3 9 5 5 5 3 0]"
0.5867543222664605,"[7 0 0 7 5 6 9]","[3 9 2 9 9 9 3]"
0.5660865523170528,"[9 1 8 1 0 8 4]","[3 4 3 9 2 3 3]"
0.5645261927621534,"[9 1 1 4 5 6 0]","[2 3 4 3 9 3 9]"
1.730252584247778,"[8 3 3 9 8 9 3]","[3 2 9 3 3 2 9]"
1.838084683914673,"[3 2 9 3 2 7 0]","[9 3 3 2 9 3 2]"
