sat-epsilon,original-prediction,second-best-prediction
0.3254210565955082,5,9
0.35445398810823003,4,3
0.3558690603885887,1,4
0.3392970024018312,8,4
0.3401452715941443,8,3
0.3729886590997908,6,1
0.3392327290358213,3,9
0.35608758062626994,9,5
0.35371840447789904,7,3
0.3432188938381233,3,4
0.32879218554695305,6,9
0.33439111920579917,8,3
0.3473630002962109,4,3
0.3605174048593909,6,9
0.34387062372572047,3,9
0.3455132118959566,3,2
0.34679985064472946,0,3
0.34267810265979903,3,4
0.37635595535292476,4,8
0.33407430861750914,3,9
0.31828572787926857,5,8
0.30381658727378363,5,2
0.34599685608639624,9,6
0.3519314536464144,6,9
0.3387355728926428,1,4
0.3565523072222974,6,0
0.3440072315941015,2,0
0.34338805610356576,0,3
0.33868317610675064,9,3
0.342634892206433,3,4
0.33622049694618494,1,4
0.3340680163599844,1,9
0.34427272874699244,9,3
0.30060895752219496,5,9
0.32700319756458823,8,3
0.3535228459122408,6,9
0.34598109137415245,9,3
0.32510951691292705,5,2
0.3391848425496776,2,3
0.32119939587520396,5,9
0.349475568132691,8,3
0.33240338376995254,9,5
0.37213738068475594,0,3
0.33130935096818476,9,2
0.3119533559055532,7,3
0.3780008002960942,4,3
0.35636263063964907,9,3
0.36506806281441956,4,8
0.33045443614121217,2,5
0.3292263442859864,3,9
0.33470932246990887,8,3
0.3522098092690551,1,3
0.33780795605613784,3,0
0.351184632898948,6,3
0.32918783869599666,4,3
0.3335683136656984,1,4
0.3560409031048307,0,5
0.35996031290923025,0,2
0.3589493485603668,0,9
0.35292807396965536,2,7
0.34822680405836093,7,9
0.34440218542373474,3,0
0.32991489602541296,9,2
0.3632299580102559,4,5
0.3756711027240391,0,4
0.3412811897157431,2,9
0.31709472334561883,5,9
0.3264361925915017,2,9
0.3451230492594442,7,2
0.3505603873479646,3,2
0.33018485344429144,9,2
0.3407349822935488,7,2
0.3457318150989242,9,2
0.35033177493367285,8,3
0.33655088233714453,2,3
0.31879883820525357,8,5
0.3451885706606417,9,2
0.34629780466495996,2,9
0.37807373955592166,3,2
0.3172612916357687,5,9
0.3371051972866007,7,6
0.3339306683787021,9,3
0.3248049769442435,5,9
0.3146757994302406,8,3
0.3414072064034218,3,0
0.35935178114634325,0,2
0.3238935059120893,2,5
0.3420344732237498,8,3
0.36272051568175145,3,2
0.3338266296947881,8,3
0.36658025642455816,4,8
0.3360866214637901,1,4
0.3403801952746466,3,0
0.35962382823117783,1,3
0.33773887887544507,3,9
0.33452152779328037,3,9
0.3411868917309449,3,9
0.3654082142960168,3,9
0.33142448288428134,7,2
0.30190626181827696,8,3
